timestamp,open,high,low,close,volume,daily_pct_change,cumulative_return,20_day_moving_avg,rolling_volatility,mean_price,median_price,std_price,var_price,normalized_close,scaled_volume
2023-02-03,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,24.8955,0.5106082544119904,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-06,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,24.986,0.3553263881352425,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-07,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.041500000000003,0.27597244332298315,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-08,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.0395,0.2750593237447521,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-09,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.0195,0.25016783839733386,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-10,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.0195,0.25016783839733386,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-13,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.031,0.2501557409631354,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-14,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.0485,0.24458934434761007,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-15,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.0855,0.19154427823949083,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-16,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.127,0.058137767414739056,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-17,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-21,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-22,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-23,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-24,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-27,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-28,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-01,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-02,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-03,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-06,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-07,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-08,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-09,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-10,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-13,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-14,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-15,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-16,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-17,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-20,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-21,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-22,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-23,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-24,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-27,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-28,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-29,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-30,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-03-31,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-03,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-04,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-05,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-06,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-10,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-11,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-12,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-13,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-14,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-17,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-18,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-19,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-20,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-21,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-24,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-25,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-26,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-27,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-04-28,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-05-01,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-05-02,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-05-03,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-05-04,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-05-05,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-05-08,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-05-09,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-05-10,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-05-11,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-05-12,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,25.14,0.0,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
