timestamp,open,high,low,close,volume,daily_pct_change,cumulative_return,20_day_moving_avg,rolling_volatility,mean_price,median_price,std_price,var_price,normalized_close,scaled_volume
2023-01-18,24.5201,24.815,24.36,24.4,3994781,-0.01573215006050832,0.9934853420195441,23.924500000000002,0.9252963963253221,24.523775,24.46005,0.20572474126042084,0.0423226691666671,-0.7672738460332693,0.7230753692185417
2023-01-19,24.01,24.46,24.01,24.31,5524709,-0.0036885245901638886,0.9898208469055376,23.912,0.9179186983835231,24.1975,24.16,0.22499999999999926,0.05062499999999966,-0.9093615952986922,1.0
2023-01-20,24.29,25.52,24.29,24.88,4440602,0.023447141094199875,1.0130293159609123,23.918,0.9241246213522661,24.744999999999997,24.585,0.5867708240872243,0.3443000000000002,-0.00947251661767841,0.8037712031529625
2023-01-23,24.83,25.93,24.76,25.14,3652729,0.010450160771704242,1.0236156351791534,23.974,0.9637175825662637,25.165,24.985,0.5360659163448712,0.2873666666666665,0.4010032034824354,0.6611622440204543
2023-01-24,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,24.088,0.9598497689468709,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-01-25,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,24.2275,0.8944794134314229,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-01-26,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,24.3215,0.8861999002244831,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-01-27,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,24.413,0.870602332326659,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-01-30,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,24.5095,0.8365371920507751,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-01-31,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,24.611,0.7789662515492017,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-01,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,24.689,0.7477749450342885,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
2023-02-02,25.14,25.14,25.14,25.14,0,0.0,1.0236156351791534,24.788,0.6606902291901605,25.14,25.14,0.0,0.0,0.4010032034824354,0.0
