timestamp,open,high,low,close,volume,daily_pct_change,cumulative_return,20_day_moving_avg,rolling_volatility,mean_price,median_price,std_price,var_price,normalized_close,scaled_volume
2024-06-27,195.17,198.72,194.05,197.42,72746521,0.005347048938228793,1.1042004586386265,181.0585,6.978418818795998,196.34,196.295,2.1169002495787677,4.481266666666648,-0.4068090949160092,0.1280563538267172
2024-06-28,199.55,203.2,195.26,197.88,95438068,0.002330057744909464,1.10677330946921,182.013,7.896913520983656,198.9725,198.715,3.325731749054133,11.060491666666664,-0.39266268978597557,0.26088161123742365
2024-07-01,201.02,213.23,200.85,209.86,135691395,0.06054174247018396,1.1737792941439682,183.602,9.985126096244075,206.24,205.44,6.278667586890282,39.42166666666663,-0.024241095312497535,0.4965049700332053
2024-07-02,218.89,231.3,218.06,231.26,205047920,0.10197274373391774,1.29347278930589,186.3505,14.438775817404423,224.8775,225.075,7.4007493989910715,54.77109166666671,0.633874273780358,0.9024842664750523
2024-07-03,234.56,248.35,234.25,246.39,166561471,0.06542419787252451,1.3780972090161647,189.9315,19.433082285249107,240.8875,240.475,7.52905649246083,56.68669166666658,1.0991679903399334,0.6772033504031323
2024-07-05,249.81,252.37,242.4601,251.52,154501152,0.020820650188725365,1.406790088931149,193.7575,23.4550826889902,249.040025,250.66500000000002,4.513951853512985,20.375761335833314,1.2569311605944367,0.606608120574587
2024-07-08,247.71,259.439,244.57,252.94,157219580,0.005645674300254422,1.4147323675820802,197.5075,26.580366888878107,251.16475000000003,250.325,6.507450877007585,42.34691691666679,1.3006004981697565,0.6225204732604781
2024-07-09,251.0,265.61,250.3,262.33,160742516,0.03712342848106265,1.467252083449858,201.75,29.792865447602487,257.31,256.66499999999996,7.811244032376233,61.0155333333333,1.5893716811502197,0.6431420237013292
2024-07-10,262.8,267.59,257.86,263.26,128519430,0.0035451530515000496,1.47245371665082,206.2235,32.008351093688674,262.8775,263.03,3.98058936172353,15.845091666666539,1.6179720219565916,0.454523782180937
2024-07-11,263.3,271.0,239.65,241.03,221707273,-0.0844412368001215,1.3481179036858892,209.74200000000002,31.76002893409789,253.74499999999998,252.16500000000002,15.804780922239953,249.7911,0.9343316175204147,1.0
2024-07-12,235.8,251.84,233.0912,248.23,155955773,0.029871800190847564,1.3883886123384983,213.289,31.905995955223446,242.2403,242.015,9.187205615782565,84.40474702666668,1.155753610860067,0.6151227629989233
2024-07-15,255.97,265.6,251.73,252.64,146912920,0.017765781734681463,1.4130544213882212,216.79749999999999,32.19542136048145,256.485,254.305,6.344091739563687,40.24750000000021,1.291374581780604,0.5621903085720752
2024-07-16,255.31,258.62,245.8001,256.56,126332470,0.01551614946168467,1.4349795849879752,220.725,32.005294874442214,254.07252499999998,255.935,5.681297401929137,32.27714016916676,1.4119265559321932,0.4417223841560725
2024-07-17,252.73,258.47,246.182,248.5,115584810,-0.031415653258497045,1.389898763912971,223.77800000000002,31.572458284163748,251.47050000000002,250.615,5.396648435217315,29.123814333333495,1.1640569356103043,0.37881082038905595
2024-07-18,251.09,257.14,247.2,249.23,110869037,0.002937625754527051,1.393981766318027,226.99649999999997,30.664226590090575,251.16500000000002,250.16,4.2884223983496135,18.390566666666654,1.1865066654905743,0.35120698347941465
2024-07-19,247.79,249.44,236.83,239.2,87403903,-0.0402439513702203,1.3378824319033504,229.878,28.823326372191868,243.315,243.495,6.232433981466092,38.84323333333328,0.8780535275465859,0.2138535247783961
2024-07-22,244.21,253.21,243.75,251.51,101225430,0.05146321070234117,1.4067341573913532,233.30299999999997,26.97134953593294,248.17000000000002,247.86,4.891325655348114,23.925066666666652,1.2566236300481308,0.29475800791407786
2024-07-23,253.6,255.7594,245.63,246.38,111928192,-0.020396803308019518,1.3780412774763693,236.493,24.296722131097965,250.34234999999998,249.99,5.09454526168267,25.954391423333348,1.0988604597936287,0.3574067606701384
2024-07-24,225.42,225.99,214.71,215.99,167942939,-0.12334605081581296,1.2080653280384812,237.925,21.981582601901223,220.5275,220.70499999999998,6.005765979456736,36.06922499999993,0.16427512957251209,0.6852897908165889
2024-07-25,216.8,226.0,216.231,220.25,100636466,0.019723135330339314,1.231892163991275,239.119,20.180350500320493,219.82025,218.525,4.486224126887405,20.126206916666654,0.2952831422984729,0.2913104996897316
2024-07-26,221.19,222.2799,215.33,219.8,94604145,-0.0020431328036322194,1.2293752447004869,240.238,18.27719073196501,219.64997499999998,220.495,3.0535702605038075,9.32429133583329,0.28144426771474496,0.25600023240786624
