timestamp,open,high,low,close,volume,daily_pct_change,cumulative_return,20_day_moving_avg,rolling_volatility,mean_price,median_price,std_price,var_price,normalized_close,scaled_volume
2024-06-27,146.8,147.36,144.84,145.8,5739246,-0.006947282386595699,1.0035792951541846,146.7155,1.1186292128267867,146.2,146.3,1.1128342194594885,1.238400000000009,-0.7666759979794773,0.20896397465633232
2024-06-28,146.04,147.07,145.65,146.16,10495735,0.0024691358024691024,1.0060572687224665,146.75949999999997,1.0756759196944625,146.23,146.1,0.600832755431988,0.36099999999999516,-0.6781708322675639,0.6076400134375887
2024-07-01,146.07,148.7,145.6201,146.44,5144443,0.0019157088122605526,1.0079845814977968,146.748,1.077910258934291,146.70752499999998,146.255,1.3699704993782345,1.8768191691666491,-0.6093334811582948,0.1591091965005944
2024-07-02,146.43,147.15,145.74,146.03,5491962,-0.0027997814804697763,1.0051624449339203,146.6625,1.0627960887751637,146.3375,146.23000000000002,0.6110851004565564,0.3734249999999997,-0.7101310309968661,0.1882372988301117
2024-07-03,146.2,146.65,144.74,145.69,3246157,-0.002328288707799775,1.0028221365638763,146.557,1.0485684476817287,145.82,145.945,0.8198780397107815,0.6721999999999939,-0.793719243058122,0.0
2024-07-05,145.77,146.55,144.5,146.48,4888535,0.005422472372846432,1.0082599118942728,146.5825,1.0397058035303666,145.82500000000002,146.125,0.9510169994975558,0.904433333333334,-0.5994995738569726,0.13765968032754455
2024-07-08,146.4,147.22,145.25,145.48,5260229,-0.006826870562534171,1.0013766519823786,146.5355,1.068291676118064,146.0875,145.94,0.903820594292181,0.8168916666666712,-0.8453472563900756,0.16881406574896785
2024-07-09,145.67,147.13,145.18,147.05,5892187,0.010791861424250815,1.0121833700440526,146.534,1.0675076728431194,146.2575,146.36,0.9824247214587674,0.9651583333333367,-0.45936639481309866,0.22178307547780884
2024-07-10,147.26,149.47,146.68,149.43,6093187,0.016184971098265777,1.028565528634361,146.649,1.244334106428436,148.21,148.345,1.4513671715546932,2.10646666666667,0.12575108961568515,0.23863035165042956
2024-07-11,149.58,150.58,148.64,149.7,6352109,0.0018068660911463308,1.0304240088105723,146.796,1.4194713619402248,149.625,149.64,0.7937043950153498,0.6299666666666826,0.19212996389961848,0.2603324931487744
2024-07-12,150.0,150.88,149.24,149.88,5336394,0.0012024048096193063,1.0316629955947134,147.01950000000002,1.5368130900289263,150.0,149.94,0.674882705858329,0.45546666666665975,0.23638254675557868,0.17519800997626966
2024-07-15,150.08,150.25,148.87,149.24,6711354,-0.004270082732852898,1.027257709251101,147.209,1.5664774428466692,149.61,149.66000000000003,0.6620674688680397,0.43833333333333274,0.07904002993439617,0.29044343707232223
2024-07-16,149.69,151.08,149.16,151.01,6469582,0.01186009112838371,1.0394410792951538,147.48250000000002,1.728844685727588,150.23499999999999,150.35,0.9604339297074729,0.9224333333333389,0.5141904280179839,0.2701787621727857
2024-07-17,151.55,157.49,151.415,156.58,13801429,0.036884974504999724,1.077780837004405,148.014,2.6313422630405467,154.25875000000002,154.065,3.227662660502183,10.417806250000032,1.8835620197273724,0.8847143406026395
2024-07-18,155.6,157.07,154.62,155.42,10166247,-0.007408353557287195,1.0697962555066076,148.5025,3.043915198694335,155.67749999999998,155.51,1.021383865155502,1.043224999999993,1.5983787079889669,0.5800232207432381
2024-07-19,156.51,156.51,154.12,154.69,7398036,-0.004696950199459482,1.0647714757709248,148.848,3.3357609405699193,155.45749999999998,155.6,1.2373998275954776,1.5311583333333176,1.4189098997398042,0.3479992644194244
2024-07-22,154.77,155.11,153.59,154.24,6840609,-0.002909043894240071,1.0616740088105725,149.1225,3.5465014265359396,154.4275,154.505,0.6632432937215967,0.4398916666666722,1.3082784425999108,0.30127724145885004
2024-07-23,153.31,153.5,151.57,152.35,6261870,-0.012253630705394314,1.0486646475770922,149.284,3.61918048298527,152.6825,152.82999999999998,0.8963397793247867,0.8034250000000073,0.8436263226123426,0.2527689043202116
2024-07-24,152.76,156.41,152.33,156.28,7168217,0.025795864785034484,1.0757158590308367,149.7385,3.9020821365010425,154.445,154.51999999999998,2.201582763982916,4.846966666666656,1.8098077149674388,0.32873645763974524
2024-07-25,156.48,160.58,156.0,159.64,10019578,0.021499872024571154,1.0988436123348013,150.3795,4.4164947699088515,158.175,158.06,2.2755145938153607,5.177966666666685,2.635855928278661,0.5677298219921828
2024-07-26,159.75,161.58,159.4724,160.64,8356878,0.006264094211976934,1.1057268722466955,151.1215,4.833533386664545,160.3606,160.195,0.953368120577432,0.9089107733333449,2.8817036108117637,0.4283668066080214
